Código de la muestra ,Fecha de Toma,Hora de la Toma,Municipio , Parque Público,Fecha de anáisis ,Hora de análisis ,Examen Macroscopico  -  Presencia de sangre,Examen Macroscopico  - Presencia de moco,Examen Macroscopico -  Presencia de alimentos sin digerir ,Color ,Consistencia ,Hallazgos Examen Directo (Solución Salina),Hallazgos Examen Directo (Lugol),Halazgos Flotación de Sheather,Estructuras Parasitarias ,Parásito zoonótico observado
BAR001,20/12/2025,9:00:00,Barbosa,Parque Lineal ,21/12/2025,9:16:00,Ausente,Presente,Presente,Amarillo ,Pastosa,Positivo ,Positivo ,Positivo ,Huevos,"Ancylostoma caninum, Toxocara Canis"
BAR002,20/12/2025,9:00:00,Barbosa,Parque Lineal ,21/12/2025,9:16:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR003,20/12/2025,9:00:00,Barbosa,Parque Lineal ,21/12/2025,9:16:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR004,20/12/2025,9:20:00,Barbosa,Parque Lineal ,21/12/2025,9:16:00,Ausente,Ausente,Presente,Café,Pastosa,Negativo,Negativo,Positivo ,Huevos,Toxocara Canis
BAR005,20/12/2025,9:45:00,Barbosa,Parque Lineal ,21/12/2025,9:16:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR006,20/12/2025,9:45:00,Barbosa,Parque Lineal ,21/12/2025,9:16:00,Ausente,Presente,Presente,Amarillo ,Diarreica,Positivo ,Positivo ,Negativo,Quistes,Giardia intestinalis
BAR007,20/12/2025,9:45:00,Barbosa,Parque Lineal ,21/12/2025,9:16:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR008,20/12/2025,10:03:00,Barbosa,Parque Lineal ,21/12/2025,9:16:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Positivo ,Huevos,Toxocara Canis
BAR009,20/12/2025,10:03:00,Barbosa,Parque Lineal ,21/12/2025,9:16:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR010,20/12/2025,10:20:00,Barbosa,Parque Diego Echavarría Misas ,21/12/2025,9:16:00,Ausente,Ausente,Ausente,Café,Pastosa,Positivo ,Negativo,Positivo ,Huevos,Ancylostoma caninum
BAR011,20/12/2025,10:20:00,Barbosa,Parque Diego Echavarría Misas ,21/12/2025,13:37:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR012,20/12/2025,10:20:00,Barbosa,Parque Diego Echavarría Misas ,21/12/2025,13:37:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR013,20/12/2025,10:31:00,Barbosa,Parque Diego Echavarría Misas ,21/12/2025,13:37:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR014,20/12/2025,10:31:00,Barbosa,Parque Diego Echavarría Misas ,21/12/2025,13:37:00,Ausente,Presente,Ausente,Café,Diarreica,Positivo ,Negativo,Positivo ,Huevos,Trichuris vulpis
BAR015,20/12/2025,10:31:00,Barbosa,Parque Diego Echavarría Misas ,21/12/2025,13:37:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR016,20/12/2025,10:31:00,Barbosa,Parque Diego Echavarría Misas ,21/12/2025,13:37:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Positivo ,Huevos,Toxocara Canis
BAR017,20/12/2025,12:04:00,Barbosa,Parque Diego Echavarría Misas ,21/12/2025,13:37:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR018,20/12/2025,12:04:00,Barbosa,Parque Diego Echavarría Misas ,21/12/2025,13:37:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Positivo ,Huevos,Toxocara Canis
BAR019,20/12/2025,12:50:00,Barbosa,Parque Diego Echavarría Misas ,21/12/2025,13:37:00,Ausente,Presente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR020,20/12/2025,12:59:00,Barbosa,Parque Diego Echavarría Misas ,21/12/2025,13:37:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR021,20/12/2025,13:13:00,Barbosa,Parque Lineal ,21/12/2025,13:37:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR022,20/12/2025,13:19:00,Barbosa,Parque Lineal ,21/12/2025,13:37:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR023,20/12/2025,13:35:00,Barbosa,Parque Lineal ,21/12/2025,16:55:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR024,20/12/2025,13:47:00,Barbosa,Parque Lineal ,21/12/2025,16:55:00,Ausente,Ausente,Presente,Café,Dura,Negativo,Negativo,Positivo ,Huevos,Toxocara Canis
BAR025,20/12/2025,15:00:00,Barbosa,Parque Lineal ,21/12/2025,16:55:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR026,20/12/2025,15:47:00,Barbosa,Parque Lineal ,21/12/2025,16:55:00,Ausente,Presente,Ausente,Café,Dura,Negativo,Negativo,Positivo ,Huevos,Ancylostoma caninum
BAR027,20/12/2025,15:47:00,Barbosa,Parque Lineal ,21/12/2025,16:55:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR028,20/12/2025,16:26:00,Barbosa,Parque Diego Echavarría Misas ,21/12/2025,16:55:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR029,20/12/2025,16:48:00,Barbosa,Parque Diego Echavarría Misas ,21/12/2025,16:55:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR030,20/12/2025,17:02:00,Barbosa,Parque Diego Echavarría Misas ,21/12/2025,16:55:00,Ausente,Ausente,Presente,Café,Dura,Negativo,Negativo,Positivo ,Huevos,Trichuris vulpis
BAR031,20/12/2025,17:26:00,Barbosa,Parque Diego Echavarría Misas ,21/12/2025,16:55:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
BAR032,20/12/2025,17:53:00,Barbosa,Parque Diego Echavarría Misas ,21/12/2025,16:55:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR001,9/01/2026,8:46:00,Girardota,Parquesito de Enka,10/01/2026,8:33:00,Ausente,Ausente,Presente,Café,Dura,Negativo,Negativo,Positivo ,Huevos,Ancylostoma caninum
GIR002,9/01/2026,8:46:00,Girardota,Parquesito de Enka,10/01/2026,8:33:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR003,9/01/2026,8:46:00,Girardota,Parquesito de Enka,10/01/2026,8:33:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR004,9/01/2026,8:46:00,Girardota,Parquesito de Enka,10/01/2026,8:33:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR005,9/01/2026,8:46:00,Girardota,Parquesito de Enka,10/01/2026,8:33:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR006,9/01/2026,9:00:00,Girardota,Parquesito de Enka,10/01/2026,8:33:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR007,9/01/2026,9:05:00,Girardota,Parquesito de Enka,10/01/2026,8:33:00,Ausente,Presente,Ausente,Amarillo ,Pastosa,Negativo,Negativo,Positivo ,Huevos,Trichuris vulpis
GIR008,9/01/2026,9:17:00,Girardota,Parquesito de Enka,10/01/2026,8:33:00,Ausente,Ausente,Ausente,Café,Dura,Positivo ,Negativo,Positivo ,Huevos,Trichuris vulpis
GIR009,9/01/2026,9:17:00,Girardota,Parquesito de Enka,10/01/2026,8:33:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR010,9/01/2026,9:58:00,Girardota,Parquesito de Enka,10/01/2026,8:33:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR011,9/01/2026,9:58:00,Girardota,Parquesito de Enka,10/01/2026,11:41:00,Ausente,Ausente,Ausente,Café,Dura,Positivo ,Negativo,Positivo ,Huevos,Ancylostoma caninum
GIR012,9/01/2026,10:13:00,Girardota,Parquesito de Enka,10/01/2026,11:41:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR013,9/01/2026,10:42:00,Girardota,Parquesito de Enka,10/01/2026,11:41:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR014,9/01/2026,11:02:00,Girardota,Parquesito de Enka,10/01/2026,11:41:00,Ausente,Ausente,Ausente,Amarillo ,Diarreica,Positivo ,Positivo ,Positivo ,Huevos,Ancylostoma caninum
GIR015,9/01/2026,11:41:00,Girardota,Parque de la Poesía,10/01/2026,11:41:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR016,9/01/2026,11:47:00,Girardota,Parque de la Poesía,10/01/2026,11:41:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR017,9/01/2026,12:00:00,Girardota,Parque de la Poesía,10/01/2026,11:41:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR018,9/01/2026,13:48:00,Girardota,Parque de la Poesía,10/01/2026,11:41:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR019,9/01/2026,13:50:00,Girardota,Parque de la Poesía,10/01/2026,11:41:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR020,9/01/2026,14:11:00,Girardota,Parque de la Poesía,10/01/2026,11:41:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR021,9/01/2026,14:29:00,Girardota,Parque de la Poesía,10/01/2026,11:41:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Positivo ,Huevos,Ancylostoma caninum
GIR022,9/01/2026,14:41:00,Girardota,Parque de la Poesía,10/01/2026,15:28:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR023,9/01/2026,14:43:00,Girardota,Parque de la Poesía,10/01/2026,15:28:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR024,9/01/2026,15:06:00,Girardota,Parque de la Poesía,10/01/2026,15:28:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR025,9/01/2026,15:34:00,Girardota,Parquesito de Enka,10/01/2026,15:28:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR026,9/01/2026,15:38:00,Girardota,Parquesito de Enka,10/01/2026,15:28:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR027,9/01/2026,16:02:00,Girardota,Parquesito de Enka,10/01/2026,15:28:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
GIR028,9/01/2026,16:13:00,Girardota,Parquesito de Enka,10/01/2026,15:28:00,Ausente,Presente,Presente,Café,Pastosa,Positivo ,Positivo ,Positivo ,Huevos,"Toxocara Canis, Ancylostoma caninum"
GIR029,9/01/2026,16:37:00,Girardota,Parquesito de Enka,10/01/2026,15:28:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,"No se observan estructuras parasitarias, Quistes",No se observan estructuras parasitarias
GIR030,9/01/2026,17:09:00,Girardota,Parque de la Poesía,10/01/2026,15:28:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,"No se observan estructuras parasitarias, Quistes",No se observan estructuras parasitarias
GIR031,9/01/2026,17:14:00,Girardota,Parque de la Poesía,10/01/2026,15:28:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,"No se observan estructuras parasitarias, Quistes",No se observan estructuras parasitarias
GIR032,9/01/2026,17:29:00,Girardota,Parque de la Poesía,10/01/2026,15:28:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,"No se observan estructuras parasitarias, Quistes",No se observan estructuras parasitarias
COP001,18/01/2026,10:16:00,Copacabana,Parque principal de Copacabana ,19/01/2026,9:46:00,Ausente,Presente,Ausente,Café,Pastosa,Positivo ,Positivo ,Positivo ,Huevos,Ancylostoma caninum
COP002,18/01/2026,10:24:00,Copacabana,Parque principal de Copacabana ,19/01/2026,9:46:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP003,18/01/2026,10:38:00,Copacabana,Parque principal de Copacabana ,19/01/2026,9:46:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP004,18/01/2026,10:52:00,Copacabana,Parque principal de Copacabana ,19/01/2026,9:46:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP005,18/01/2026,11:00:00,Copacabana,Parque principal de Copacabana ,19/01/2026,9:46:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Positivo ,Huevos,Toxocara Canis
COP006,18/01/2026,11:07:00,Copacabana,Parque principal de Copacabana ,19/01/2026,9:46:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP007,18/01/2026,11:28:00,Copacabana,Parque principal de Copacabana ,19/01/2026,9:46:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP008,18/01/2026,12:30:00,Copacabana,Parque principal de Copacabana ,19/01/2026,9:46:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP009,18/01/2026,12:30:00,Copacabana,Parque principal de Copacabana ,19/01/2026,9:46:00,Ausente,Ausente,Ausente,Café,Dura,Positivo ,Positivo ,Positivo ,Huevos,Ancylostoma caninum
COP010,18/01/2026,12:47:00,Copacabana,Parque principal de Copacabana ,19/01/2026,9:46:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP011,18/01/2026,14:23:00,Copacabana,Parque de Recreo Deportivo los Fundadores ,19/01/2026,9:46:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP012,18/01/2026,14:23:00,Copacabana,Parque de Recreo Deportivo los Fundadores ,19/01/2026,14:05:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP013,18/01/2026,14:30:00,Copacabana,Parque de Recreo Deportivo los Fundadores ,19/01/2026,14:05:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP014,18/01/2026,14:51:00,Copacabana,Parque de Recreo Deportivo los Fundadores ,19/01/2026,14:05:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP015,18/01/2026,14:29:00,Copacabana,Parque de Recreo Deportivo los Fundadores ,19/01/2026,14:05:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP016,18/01/2026,15:08:00,Copacabana,Parque de Recreo Deportivo los Fundadores ,19/01/2026,14:05:00,Ausente,Presente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP017,18/01/2026,15:23:00,Copacabana,Parque de Recreo Deportivo los Fundadores ,19/01/2026,14:05:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP018,18/01/2026,15:29:00,Copacabana,Parque de Recreo Deportivo los Fundadores ,19/01/2026,14:05:00,Ausente,Ausente,Ausente,Café,Dura,Positivo ,Negativo,Negativo,Quistes,Giardia intestinalis
COP019,18/01/2026,15:34:00,Copacabana,Parque de Recreo Deportivo los Fundadores ,19/01/2026,14:05:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP020,18/01/2026,15:51:00,Copacabana,Parque de Recreo Deportivo los Fundadores ,19/01/2026,14:05:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP021,18/01/2026,16:20:00,Copacabana,Parque de Recreo Deportivo los Fundadores ,19/01/2026,14:05:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP022,18/01/2026,17:07:00,Copacabana,Parque principal de Copacabana ,19/01/2026,14:05:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP023,18/01/2026,17:13:00,Copacabana,Parque principal de Copacabana ,19/01/2026,17:29:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP024,18/01/2026,17:26:00,Copacabana,Parque principal de Copacabana ,19/01/2026,17:29:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP025,18/01/2026,17:38:00,Copacabana,Parque principal de Copacabana ,19/01/2026,17:29:00,Ausente,Presente,Ausente,Café,Diarreica,Positivo ,Positivo ,Negativo,Quistes,Giardia intestinalis
COP026,18/01/2026,17:51:00,Copacabana,Parque principal de Copacabana ,19/01/2026,17:29:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP027,18/01/2026,18:15:00,Copacabana,Parque principal de Copacabana ,19/01/2026,17:29:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
COP028,18/01/2026,18:15:00,Copacabana,Parque principal de Copacabana ,19/01/2026,17:29:00,Ausente,Ausente,Ausente,Café,Dura,Negativo,Negativo,Negativo,No se observan estructuras parasitarias,No se observan estructuras parasitarias
